count,free,total,used,sm_efficiency,achieved_occupancy,ipc,issued_ipc,issue_slot_utilization,gld_requested_throughput,gst_requested_throughput,gld_throughput,gst_throughput,tex_cache_throughput,tex_fu_utilization,single_precision_fu_utilization,stall_inst_fetch,stall_exec_dependency,stall_memory_dependency,stall_other,stall_constant_memory_dependency,stall_pipe_busy,stall_memory_throttle,stall_not_selected,l2_read_transactions,l2_tex_read_throughput,l2_tex_write_throughput,l2_read_throughput,l2_write_throughput,dram_utilization,eligible_warps_per_cycle,website
284,1888452608,4148273152,2259820544,47.151475,0.459582,0.780488,0.854701,20.338983,239630258,119815129,239630258,119815129,239630258,3,2,6.381183,14.066613,41.031399,8.350571,27.861985,0.313049,1.481009,1.158662,287,239630258,119815129,268647984,125431463,1,1.142100,none
285,1888452608,4148273152,2259820544,47.830407,0.459686,0.783813,0.804020,20.425532,239630258,119815129,239630258,119815129,239630258,3,2,6.301015,13.729562,40.549002,8.294931,26.670358,0.313900,1.489232,1.176155,287,239630258,119815129,312642602,125431463,1,1.118750,none
286,1888419840,4148273152,2259853312,47.538257,0.461524,0.781316,0.853789,19.937695,239630258,119815129,239630258,119815129,239630258,3,2,6.350541,13.564740,41.098876,8.340360,30.070396,0.320684,1.512251,1.179344,287,239630258,119815129,268647984,125431463,1,1.141039,none
287,1888452608,4148273152,2259820544,47.129909,0.460102,0.784648,0.848356,20.447284,239630258,119815129,239630258,119815129,239630258,3,2,6.303999,14.085960,41.940187,8.113454,26.396803,0.313900,1.470477,1.177238,287,239630258,119815129,268647984,125431463,1,1.147436,none
288,1888452608,4148273152,2259820544,47.485847,0.459826,0.780488,0.851970,20.425532,239630258,119815129,239630258,119815129,239630258,3,2,6.217752,13.785259,40.858359,8.323775,27.727446,0.309633,1.427694,1.180020,287,239630258,119815129,268647984,125431463,1,1.109504,none
289,1888452608,4148273152,2259820544,48.066116,0.459667,0.783813,0.848356,20.403826,239630258,119815129,239630258,119815129,239630258,3,2,6.313295,13.663009,40.566397,8.160967,24.922906,0.314610,1.490432,1.123268,287,239630258,119815129,268647984,125431463,1,1.143923,none
290,1888452608,4148273152,2259820544,37.445285,0.458622,0.743434,0.853789,20.403826,239630258,119815129,239630258,119815129,239630258,3,2,6.354605,13.787172,41.182266,8.361461,27.773317,0.320439,1.491225,1.162172,287,239630258,119815129,268647984,125431463,1,1.141039,none
291,1888452608,4148273152,2259820544,37.415237,0.459933,0.782979,0.850159,20.490928,239630258,119815129,239630258,119815129,239630258,3,2,6.296789,13.901740,40.738055,8.314238,27.414306,0.314200,1.492993,1.176696,287,239630258,119815129,268647984,125431463,1,1.151709,none
292,1888452608,4148273152,2259820544,37.445285,0.459309,0.780488,0.852878,20.360551,239630258,119815129,239630258,119815129,239630258,3,2,6.352420,13.815160,40.825407,8.353771,19.962417,0.313576,1.567938,1.163722,287,239630258,119815129,268647984,125431463,1,1.137712,none
293,1888452608,4148273152,2259820544,47.216633,0.459099,0.785486,0.847458,20.041754,239630258,119815129,239630258,119815129,239630258,3,2,6.167861,13.569696,40.672724,7.915500,27.300718,0.313612,1.486904,0.755698,287,239630258,119815129,268647984,125431463,1,1.148188,none
294,1888419840,4148273152,2259853312,48.005275,0.459694,0.780488,0.851970,20.403826,239630258,119815129,239630258,119815129,239630258,3,2,6.361722,13.769803,40.753634,8.312006,27.772906,0.320232,1.553331,1.168162,287,239630258,119815129,268647984,125431463,1,1.141039,none
295,1888419840,4148273152,2259853312,47.674419,0.460787,0.784648,0.542741,20.231823,239630258,119815129,239630258,119815129,239630258,3,2,6.335551,13.951882,42.269614,8.270248,29.404337,0.314791,1.488777,1.176784,287,239630258,119815129,268647984,125431463,1,1.146368,none
296,1888419840,4148273152,2259853312,47.149564,0.459982,0.780488,0.852878,20.382166,239630258,119815129,239630258,119815129,239630258,3,2,5.805708,14.057496,42.297024,8.323779,29.073735,0.312440,1.513236,1.163678,287,239630258,119815129,268647984,125431463,1,1.141039,none
297,1888452608,4148273152,2259820544,61.411707,0.470895,0.764278,0.848356,20.447284,239630258,119815129,239630258,119815129,239630258,3,2,6.291656,14.136186,39.492122,9.854931,27.586998,0.314924,1.514689,1.174445,287,239630258,119815129,268647984,125431463,1,1.146965,none
298,1888452608,4148273152,2259820544,37.905138,0.459402,0.778836,0.854701,20.382166,239630258,119815129,239630258,119815129,239630258,3,2,6.343511,13.082112,40.802830,8.332378,27.784126,0.285488,1.514396,1.180922,287,239630258,119815129,268647984,125431463,1,1.107216,none
299,1888452608,4148273152,2259820544,37.425269,0.459040,0.781316,0.850159,20.000000,239630258,119815129,239630258,119815129,239630258,2,2,6.057600,13.934772,40.615349,8.314881,27.598607,0.312048,1.484866,1.177640,316,239630258,119815129,268647984,125431463,1,1.128796,none
300,1888452608,4148273152,2259820544,37.495030,0.459222,0.782979,0.853789,20.382166,239630258,119815129,239630258,119815129,239630258,3,2,6.365377,13.762301,40.775360,5.251620,27.794712,0.312894,1.511962,1.182484,287,239630258,119815129,268647984,125431463,1,1.135307,none
301,1888452608,4148273152,2259820544,47.110215,0.455303,0.785486,0.850159,20.490928,239630258,119815129,239630258,119815129,239630258,3,2,6.305584,13.622569,40.091073,8.302822,27.684114,0.313396,0.885067,1.182368,287,239630258,119815129,268647984,125431463,1,1.142553,none
302,1888452608,4148273152,2259820544,47.398266,0.461641,0.780488,0.850159,20.425532,239630258,119815129,239630258,119815129,239630258,3,2,6.215873,13.268835,40.776922,8.263210,27.938593,0.316456,1.458216,1.172517,287,239630258,119815129,295793599,125431463,1,1.141189,none
303,1888419840,4148273152,2259853312,47.127981,0.460018,0.782979,0.849257,20.104712,239630258,119815129,239630258,119815129,239630258,2,2,6.337489,14.093498,40.668066,8.312025,27.494066,0.314092,1.398815,1.181961,287,239630258,119815129,268647984,125431463,1,1.146965,none
304,1872343040,4148273152,2275930112,47.169179,0.459582,0.769874,0.851970,19.875776,239630258,119815129,239630258,119815129,239630258,3,2,6.362628,13.875215,40.681853,8.332696,27.679116,0.311977,1.538520,1.159662,287,239630258,119815129,268647984,125431463,1,1.139683,none
305,1872375808,4148273152,2275897344,47.058824,0.460180,0.785486,0.845666,20.360551,239630258,119815129,239630258,119815129,239630258,3,2,6.158205,14.114539,30.810875,8.271506,27.558421,0.314321,1.517058,1.181509,287,239630258,119815129,268647984,125431463,1,1.118750,none
306,1872375808,4148273152,2275897344,38.037052,0.471118,0.522356,0.851064,20.382166,239630258,119815129,239630258,119815129,239630258,3,2,6.241087,13.764024,40.723132,8.329505,25.293401,0.320513,1.547219,1.180922,287,239630258,119815129,268647984,125431463,1,1.140127,none
307,1872375808,4148273152,2275897344,38.503721,0.459461,0.782147,0.849257,20.469083,239630258,119815129,239630258,119815129,239630258,2,1,6.310217,14.099426,40.705434,8.301512,27.517088,0.305959,1.491528,1.176111,287,239630258,119815129,268647984,125431463,1,1.121086,none
308,1872375808,4148273152,2275897344,37.643792,0.459939,0.782979,0.853789,19.896373,239630258,119815129,239630258,119815129,239630258,3,2,6.353391,13.857235,27.158821,8.357934,27.852438,0.312500,1.516722,1.160623,287,239630258,119815129,268647984,125431463,1,1.143312,none
309,1872375808,4148273152,2275897344,37.400319,0.458970,0.783813,0.849257,20.490928,239630258,119815129,239630258,119815129,239630258,3,2,6.220114,13.805148,40.512352,8.295879,24.400300,0.313876,1.553501,1.179534,287,239630258,119815129,268647984,125431463,1,1.147279,none
310,1872375808,4148273152,2275897344,47.169179,0.459609,0.781316,0.851970,20.382166,239630258,119815129,239630258,119815129,239630258,3,2,6.326608,14.005794,40.584366,8.347706,27.115377,0.315866,1.485968,1.169479,287,239630258,119815129,268647984,125431463,1,1.142402,none
311,1872375808,4148273152,2275897344,47.163478,0.459359,0.785486,0.849257,20.231823,239630258,119815129,239630258,119815129,239630258,3,2,6.306135,13.949741,40.696031,8.272765,27.480155,0.314176,1.560597,1.166566,287,239630258,119815129,268647984,125431463,10,1.141339,none
312,1872343040,4148273152,2275930112,37.495030,0.459598,0.774737,0.532269,13.617021,239630258,119815129,239630258,119815129,239630258,3,2,6.349570,14.037158,41.682011,8.334608,27.029531,0.303019,1.550121,1.180098,287,239630258,119815129,268647984,125431463,1,1.141189,none
313,1872343040,4148273152,2275930112,47.236181,0.454599,0.784648,0.850159,20.447284,239630258,119815129,239630258,119815129,239630258,3,2,5.789381,13.750851,39.893854,8.118288,27.627145,0.314369,1.256925,1.171875,287,239630258,119815129,268647984,125431463,1,1.144989,none
314,1872375808,4148273152,2275897344,47.363151,0.459188,0.781316,0.851064,19.937695,239630258,119815129,239630258,119815129,239630258,3,2,6.358735,13.784011,39.416383,8.243524,27.755274,0.316515,1.544092,1.173557,287,239630258,119815129,268647984,125431463,1,1.084848,none
315,1872375808,4148273152,2275897344,37.812128,0.458775,0.761905,0.851064,20.512821,239630258,119815129,239630258,119815129,239630258,3,2,6.308055,13.683577,40.628340,8.310112,26.091389,0.312865,1.560181,1.171202,287,239630258,119815129,268647984,125431463,1,1.146368,none
316,1872375808,4148273152,2275897344,37.485078,0.459582,0.782147,0.853789,20.360551,239630258,119815129,239630258,119815129,239630258,3,2,6.350541,13.859876,40.767671,8.341624,27.837601,0.313312,1.512077,0.770007,287,239630258,119815129,268647984,125431463,1,1.120708,none
317,1872375808,4148273152,2275897344,37.375349,0.459461,0.787166,0.848356,20.512821,239630258,119815129,239630258,119815129,239630258,3,2,6.322719,13.913975,41.536838,8.319003,27.385213,0.313600,1.489573,1.184771,287,239630258,119815129,268647984,125431463,10,1.133966,none
318,1872375808,4148273152,2275897344,37.742574,0.459512,0.778836,0.851970,20.360551,239630258,119815129,239630258,119815129,239630258,3,2,6.375556,12.984161,39.660183,8.348652,27.832306,0.318979,1.519985,1.176560,287,239630258,119815129,268647984,125431463,1,1.102354,none
319,1872375808,4148273152,2275897344,47.145735,0.459597,0.782979,0.848356,20.447284,239630258,119815129,239630258,119815129,239630258,3,2,6.282941,13.953488,40.529322,8.183288,27.506525,0.311030,1.513015,1.184543,287,239630258,119815129,268647984,125431463,1,1.143923,none
320,1872375808,4148273152,2275897344,47.218499,0.459497,0.781316,0.852878,20.360551,239630258,119815129,239630258,119815129,239630258,3,2,6.360438,13.720237,40.786401,8.348033,27.822765,0.312488,1.552200,1.179254,287,239630258,119815129,268647984,125431463,1,1.141039,none
321,1872375808,4148273152,2275897344,47.604790,0.459559,0.784648,0.849257,20.447284,239630258,119815129,239630258,119815129,239630258,3,2,6.024360,14.097809,40.518521,8.320593,27.519321,0.313768,1.485488,1.183364,287,239630258,119815129,268647984,125431463,1,1.149413,none
322,1872375808,4148273152,2275897344,47.238031,0.459497,0.782979,0.848356,20.360551,239630258,119815129,239630258,119815129,239630258,3,2,6.166976,8.937952,39.555324,8.347373,27.754213,0.320037,1.512657,1.173870,287,239630258,119815129,268647984,125431463,1,1.140127,none
323,1872375808,4148273152,2275897344,48.036952,0.459887,0.784648,0.849257,20.083682,239630258,119815129,239630258,119815129,239630258,3,2,5.977418,13.932102,40.617232,7.381251,28.295463,0.302605,1.511744,1.108441,287,239630258,119815129,268647984,125431463,1,1.061265,none
324,1872375808,4148273152,2275897344,38.286164,0.460251,0.757981,0.796020,18.786693,239630258,119815129,239630258,119815129,239630258,2,2,6.140545,13.391772,41.234861,8.032321,28.781567,0.301039,1.369483,1.121406,287,239630258,119815129,268647984,125431463,1,1.106886,none
325,1872375808,4148273152,2275897344,38.804220,0.460180,0.761905,0.820513,19.611849,239630258,119815129,239630258,119815129,239630258,2,2,6.092569,13.459189,30.149165,7.996033,28.455885,0.303243,1.439539,1.131950,287,239630258,119815129,394079447,125431463,1,1.114907,none
326,1872375808,4148273152,2275897344,38.623925,0.460663,0.741935,0.824742,19.732785,239630258,119815129,239630258,119815129,239630258,2,2,6.112173,13.266882,40.970659,8.044916,28.880918,0.305349,1.439539,1.134432,287,239630258,119815129,268647984,125431463,1,1.105858,none
327,1872375808,4148273152,2275897344,49.059663,0.460945,0.760331,0.817160,19.834711,239630258,119815129,239630258,119815129,239630258,2,2,6.046051,13.600649,40.955519,7.930783,28.293369,0.302215,1.747590,1.118193,287,239630258,119815129,268647984,125431463,1,1.108471,none
328,1872375808,4148273152,2275897344,49.078565,0.461718,0.751788,0.826446,19.773429,239630258,119815129,239630258,119815129,239630258,2,2,6.131258,13.534745,41.193897,8.058486,28.766721,0.302572,1.363233,1.124215,287,239630258,119815129,268647984,125431463,1,1.108025,none
329,1872375808,4148273152,2275897344,49.240711,0.460827,0.760331,0.823893,19.855222,239630258,119815129,239630258,119815129,239630258,2,2,6.092344,13.443762,40.911432,7.943687,28.522908,0.303176,1.460740,1.138049,287,239630258,119815129,268647984,125431463,1,1.109166,none
330,1872343040,4148273152,2275930112,49.062096,0.461718,0.756423,0.827301,19.793814,239630258,119815129,239630258,119815129,239630258,2,2,6.128319,13.395071,41.785955,8.046869,28.820736,0.306250,1.464971,1.136406,287,239630258,119815129,268647984,125431463,1,1.109391,none
331,1872343040,4148273152,2275930112,38.224852,0.460432,0.740443,0.820513,19.814241,239630258,119815129,239630258,119815129,239630258,2,2,6.070264,13.632330,40.787732,7.998823,28.332655,0.185324,1.439299,1.132573,287,239630258,119815129,268647984,125431463,1,1.108471,none
332,1872375808,4148273152,2275897344,38.455508,0.460268,0.757202,0.826446,19.732785,239630258,119815129,239630258,119815129,239630258,2,2,6.034107,12.922757,40.935651,8.067445,28.476334,0.302661,1.460583,1.123105,287,239630258,119815129,268647984,125431463,1,1.101643,none
333,1872375808,4148273152,2275897344,38.176076,0.461414,0.729435,0.814664,19.814241,239630258,119815129,239630258,119815129,239630258,2,2,6.083818,13.447740,40.989932,7.991924,28.798768,0.302438,1.437077,1.139222,287,239630258,119815129,268647984,125431463,1,1.112603,none
334,1872375808,4148273152,2275897344,49.226306,0.460835,0.756423,0.826446,19.472617,239630258,119815129,239630258,119815129,239630258,2,2,6.118695,13.399468,41.003952,8.031270,28.698693,0.305855,1.494465,1.129735,287,239630258,119815129,268647984,125431463,1,1.101227,none
335,1872375808,4148273152,2275897344,49.026606,0.461946,0.760331,0.823893,19.917012,239630258,119815129,239630258,119815129,239630258,2,2,6.099312,13.439787,40.946706,7.959781,28.417994,0.303367,1.436022,1.137917,287,239630258,119815129,268647984,125431463,10,0.728378,none
336,1872375808,4148273152,2275897344,38.431373,0.460849,0.757981,0.829016,19.732785,239630258,119815129,239630258,119815129,239630258,2,2,6.150830,13.461117,41.029802,8.029493,28.665593,0.302182,1.498890,1.111111,287,239630258,119815129,268647984,125431463,1,1.106886,none
337,1872375808,4148273152,2275897344,49.936265,0.461268,0.759546,0.824742,19.875776,239630258,119815129,239630258,119815129,239630258,2,2,6.094142,13.379541,40.877547,8.033803,28.209104,0.302661,1.489826,1.133260,287,239630258,119815129,268647984,125431463,1,1.110309,none
338,1872375808,4148273152,2275897344,38.188976,0.459904,0.757202,0.827301,10.921502,239630258,119815129,239630258,119815129,239630258,2,2,6.143786,13.303091,41.169504,7.907061,25.581624,0.308065,1.422942,1.123348,287,239630258,119815129,268647984,125431463,1,1.084848,none
339,1872375808,4148273152,2275897344,38.200474,0.460262,0.752556,0.824742,19.814241,239630258,119815129,239630258,119815129,239630258,2,2,5.259316,13.188248,40.083288,7.987092,28.263676,0.303266,1.419111,0.731095,287,239630258,119815129,268647984,125431463,1,1.109504,none
340,1872375808,4148273152,2275897344,38.358854,0.460938,0.730884,0.821355,19.551935,239630258,119815129,239630258,119815129,239630258,2,2,6.143105,13.400656,42.389342,9.530372,28.498344,0.300631,1.445354,1.116889,287,239630258,119815129,268647984,125431463,10,1.096840,none
341,1872375808,4148273152,2275897344,38.151659,0.460631,0.762694,0.823045,19.855222,239630258,119815129,239630258,119815129,239630258,2,2,6.077328,13.414004,40.866794,8.007504,28.426208,0.299894,1.507187,1.132411,287,239630258,119815129,268647984,125431463,1,1.110423,none
342,1872375808,4148273152,2275897344,49.535405,0.461071,0.754872,0.819672,19.631902,239630258,119815129,239630258,119815129,239630258,2,2,6.132006,13.506856,40.855572,8.006176,28.544570,0.305766,1.497504,1.135777,287,239630258,119815129,268647984,125431463,1,1.081325,none
343,1872375808,4148273152,2275897344,38.224852,0.462116,0.761905,0.821355,12.990528,239630258,119815129,239630258,119815129,239630258,2,2,4.355483,13.642923,42.356364,8.022553,28.452038,0.301826,1.434773,1.140741,287,239630258,119815129,268647984,125431463,1,1.095626,none
344,1872248832,4148273152,2276024320,49.712644,0.463731,0.757202,0.829016,19.732785,239630258,119815129,239630258,119815129,239630258,2,2,6.003685,13.372563,40.941707,8.065532,28.551465,0.303288,1.493418,1.140684,287,239630258,119815129,268647984,125431463,1,1.108025,none
345,1872248832,4148273152,2276024320,50.967541,0.461150,0.760331,0.823045,19.672131,239630258,119815129,239630258,119815129,239630258,2,2,6.063720,13.623263,40.267016,6.862312,28.365135,0.302059,1.430976,1.140095,287,239630258,119815129,268647984,125431463,1,1.112720,none
346,1872248832,4148273152,2276024320,38.310413,0.459821,0.754872,0.824742,19.753086,239630258,119815129,239630258,119815129,239630258,2,2,6.117041,13.293775,40.954274,8.059083,28.707643,0.308733,0.915720,1.131396,287,239630258,119815129,268647984,125431463,1,1.104938,none
347,1872216064,4148273152,2276057088,38.176076,0.459982,0.758763,0.823893,19.793814,239630258,119815129,239630258,119815129,239630258,2,2,6.068301,13.599646,40.442459,8.040461,28.469305,0.297371,1.382097,1.109111,287,239630258,119815129,295793599,125431463,1,1.112487,none
348,1872216064,4148273152,2276057088,38.261895,0.461412,0.757202,0.829876,19.773429,239630258,119815129,239630258,119815129,239630258,2,2,6.140092,13.383885,40.904230,8.035714,27.283298,0.307636,1.438371,1.138994,287,239630258,119815129,268647984,125431463,1,1.107106,none
349,1872248832,4148273152,2276024320,49.076175,0.461268,0.761117,0.821355,19.814241,239630258,119815129,239630258,119815129,239630258,2,2,6.093692,13.414499,40.784819,8.011334,29.786382,0.302271,1.510073,1.120458,287,239630258,119815129,268647984,125431463,1,1.110423,none
350,1872248832,4148273152,2276024320,38.213302,0.461325,0.756423,0.471698,19.180819,239630258,119815129,239630258,119815129,239630258,2,2,5.985091,13.274695,41.028289,8.055330,28.537346,0.308551,1.475894,1.131155,287,239630258,119815129,268647984,125431463,1,1.095918,none
351,1872248832,4148273152,2276024320,49.109167,0.461268,0.760331,0.823045,19.855222,239630258,119815129,239630258,119815129,239630258,2,2,5.973772,13.359788,40.439920,8.003382,28.438915,0.302706,1.401416,1.118147,287,239630258,119815129,268647984,125431463,1,1.303398,none
352,1872248832,4148273152,2276024320,50.173996,0.460992,0.757202,0.825593,18.731707,239630258,119815129,239630258,119815129,239630258,2,2,6.159434,13.578110,41.035783,6.000091,28.640082,0.301815,1.491713,1.141569,287,239630258,119815129,268647984,125431463,1,1.110309,none
353,1872248832,4148273152,2276024320,38.370720,0.460753,0.742684,0.821355,19.732785,239630258,119815129,239630258,119815129,239630258,2,2,6.097966,13.646458,40.967801,7.984164,28.465109,0.280562,1.505913,1.140432,287,239630258,119815129,268647984,125431463,1,1.111801,none
354,1872248832,4148273152,2276024320,38.551859,0.460768,0.757202,0.829016,19.692308,239630258,119815129,239630258,119815129,239630258,2,2,6.019340,8.209669,40.979658,8.055874,27.401090,0.307388,1.459935,0.877646,287,239630258,119815129,268647984,125431463,1,1.108025,none
355,1872248832,4148273152,2276024320,38.127222,0.460262,0.760331,0.821355,19.814241,239630258,119815129,239630258,119815129,239630258,2,2,6.075007,13.406091,40.550620,7.991766,20.765523,0.303603,1.438849,1.129382,287,239630258,119815129,268647984,125431463,1,0.736264,none
356,1872248832,4148273152,2276024320,49.454429,0.461795,0.755647,0.826446,19.692308,239630258,119815129,239630258,119815129,239630258,2,2,6.145375,13.403126,40.838561,8.053716,28.459588,0.303378,1.491126,1.141780,287,239630258,119815129,268647984,125431463,1,1.105967,none
357,1872248832,4148273152,2276024320,50.347661,0.461086,0.761117,0.813008,19.773429,239630258,119815129,239630258,119815129,239630258,2,2,6.091221,13.559135,40.768296,8.014874,28.334751,0.297306,1.436305,1.129673,287,239630258,119815129,268647984,125431463,1,1.110423,none
358,1872248832,4148273152,2276024320,38.213302,0.460792,0.757981,0.826446,19.753086,239630258,119815129,239630258,119815129,239630258,2,2,6.151968,13.309472,40.829888,8.035582,28.680745,0.303907,1.431140,1.121174,287,239630258,119815129,268647984,125431463,1,1.103590,none
359,1872248832,4148273152,2276024320,49.109167,0.460788,0.759546,0.823893,19.855222,239630258,119815129,239630258,119815129,239630258,2,2,6.091839,13.423909,31.143188,8.014284,28.343608,0.303176,1.436760,1.135024,287,239630258,119815129,268647984,125431463,1,1.115942,none
360,1872248832,4148273152,2276024320,38.164632,0.461058,0.757202,0.829876,19.732785,239630258,119815129,239630258,119815129,239630258,2,2,6.073333,13.373232,40.784011,8.070188,29.216889,0.301948,1.499223,1.145052,287,239630258,119815129,268647984,125431463,1,1.109391,none
361,1872248832,4148273152,2276024320,38.370720,0.460993,0.759546,0.825593,19.834711,239630258,119815129,239630258,119815129,239630258,2,2,6.070851,8.525399,40.718805,8.019441,28.357822,0.294890,1.501776,0.661902,287,239630258,119815129,268647984,125431463,1,1.109391,none
362,1872248832,4148273152,2276024320,38.213302,0.459821,0.757981,0.828157,19.732785,239630258,119815129,239630258,119815129,239630258,2,2,6.149466,13.221171,41.653866,7.875783,30.468103,0.305035,1.459407,1.124377,287,239630258,119815129,268647984,125431463,10,0.688020,none
363,1872248832,4148273152,2276024320,39.113530,0.460415,0.734531,0.823045,19.875776,239630258,119815129,239630258,119815129,239630258,2,2,6.118681,13.406585,40.048203,8.003088,28.419144,0.303277,1.115221,1.135103,287,239630258,119815129,268647984,125431463,1,1.111801,none
364,1872248832,4148273152,2276024320,49.535405,0.461495,0.747208,0.817160,19.814241,239630258,119815129,239630258,119815129,239630258,2,2,6.127415,13.369122,41.108647,8.049330,28.652284,0.301548,1.498003,1.141679,287,239630258,119815129,268647984,125431463,1,1.109166,none
365,1872216064,4148273152,2276057088,38.200474,0.460415,0.759546,0.823045,19.631902,239630258,119815129,239630258,119815129,239630258,2,2,6.077999,13.425396,40.385243,8.023873,28.353625,0.303513,1.488636,1.085765,287,239630258,119815129,268647984,125431463,1,1.082412,none
366,1872216064,4148273152,2276057088,48.996114,0.461602,0.752556,0.825593,19.732785,239630258,119815129,239630258,119815129,239630258,2,2,6.143786,13.340111,26.407060,8.028470,28.543068,0.308892,1.443055,1.099177,287,239630258,119815129,268647984,125431463,1,1.076076,none
367,1872248832,4148273152,2276024320,38.176076,0.460180,0.745694,0.823893,19.834711,239630258,119815129,239630258,119815129,239630258,2,2,6.089225,13.415489,40.805869,8.024327,28.011627,0.299303,1.511354,1.078195,287,239630258,119815129,268647984,125431463,1,1.112487,none
368,1872248832,4148273152,2276024320,38.286164,0.460486,0.758763,0.822199,19.732785,239630258,119815129,239630258,119815129,239630258,2,2,6.108498,13.294126,40.879690,7.986060,27.667621,0.303580,1.418904,1.122359,287,239630258,119815129,268647984,125431463,1,1.093686,none
369,1872248832,4148273152,2276024320,38.249211,0.460712,0.757981,0.823893,19.855222,239630258,119815129,239630258,119815129,239630258,2,2,6.074869,13.664159,40.845329,6.710498,28.262634,0.295251,1.434984,1.131950,287,239630258,119815129,268647984,125431463,3,1.084592,none
370,1872248832,4148273152,2276024320,38.261895,0.460233,0.756423,0.826446,19.773429,239630258,119815129,239630258,119815129,239630258,3,2,6.017296,13.278604,41.205863,8.007360,28.709748,0.305035,0.810842,1.131741,287,239630258,119815129,268647984,125431463,1,1.064293,none
371,1872248832,4148273152,2276024320,50.284810,0.461064,0.760331,0.824742,19.238477,239630258,119815129,239630258,119815129,239630258,2,2,6.099312,13.210319,40.280293,8.040461,28.217767,0.303805,1.439087,1.137332,287,239630258,119815129,268647984,125431463,1,1.114788,none
372,1872248832,4148273152,2276024320,38.286164,0.460938,0.758763,0.828157,19.753086,239630258,119815129,239630258,119815129,239630258,2,2,6.148269,13.356353,40.891795,8.008825,28.629819,0.302784,1.477078,1.121241,287,239630258,119815129,268647984,125431463,1,1.055937,none
373,1872248832,4148273152,2276024320,49.904337,0.461582,0.761117,0.821355,19.793814,239630258,119815129,239630258,119815129,239630258,2,2,6.688108,12.915995,40.691861,8.015169,28.567203,0.302170,1.503704,1.133343,287,239630258,119815129,268647984,125431463,1,1.111686,none
374,1872248832,4148273152,2276024320,38.188976,0.460898,0.757202,0.827301,19.753086,239630258,119815129,239630258,119815129,239630258,2,2,6.132458,13.540208,40.919013,8.047591,18.742958,0.361565,1.418822,1.127196,287,239630258,119815129,268647984,125431463,1,1.084592,none
375,1872248832,4148273152,2276024320,38.102767,0.460046,0.759546,0.817160,19.875776,239630258,119815129,239630258,119815129,239630258,2,2,5.999636,13.434325,40.838991,8.010745,28.326371,0.301992,1.457260,1.131782,287,239630258,119815129,268647984,125431463,1,1.100410,none
376,1872248832,4148273152,2276024320,38.188976,0.460445,0.757202,0.827301,19.732785,239630258,119815129,239630258,119815129,239630258,2,2,6.154925,13.559135,40.898206,5.031534,28.701863,0.301803,1.445194,1.125745,287,239630258,119815129,268647984,125431463,1,1.100410,none
377,1872248832,4148273152,2276024320,38.394965,0.460350,0.727273,0.822199,19.793814,239630258,119815129,239630258,119815129,239630258,2,2,6.093018,13.379945,40.877547,7.876836,28.363071,0.299686,1.503704,1.137206,287,239630258,119815129,268647984,125431463,1,1.112836,none
378,1872248832,4148273152,2276024320,49.062096,0.461442,0.746450,0.810537,18.972332,239630258,119815129,239630258,119815129,239630258,2,2,6.129520,13.524258,40.663840,8.037825,28.554685,0.305462,1.513585,1.131005,316,239630258,119815129,268647984,125431463,1,1.104938,none
379,1872248832,4148273152,2276024320,38.636364,0.460432,0.762694,0.823893,19.917012,239630258,119815129,239630258,119815129,239630258,2,2,6.084083,13.421927,41.044831,8.001911,27.814379,0.303277,1.449646,1.137413,287,239630258,119815129,268647984,125431463,1,1.111455,none
380,1872248832,4148273152,2276024320,49.648338,0.461485,0.757981,0.825593,19.123506,239630258,119815129,239630258,119815129,239630258,2,2,5.978573,13.408735,41.682121,8.064516,28.769892,0.302483,1.497401,1.127030,287,239630258,119815129,268647984,125431463,1,1.105749,none
381,1872248832,4148273152,2276024320,38.224852,0.460350,0.762694,0.808898,12.037618,239630258,119815129,239630258,119815129,239630258,2,2,6.112632,13.425396,40.798153,5.063822,28.468256,0.303154,1.510852,1.142625,287,239630258,119815129,268647984,125431463,1,1.110423,none
382,1872248832,4148273152,2276024320,38.140268,0.459886,0.755647,0.826446,19.180819,239630258,119815129,239630258,119815129,239630258,2,2,4.945987,13.314876,40.935932,8.060453,28.394881,0.299855,1.486638,1.110470,287,239630258,119815129,268647984,125431463,1,1.108136,none
383,1872216064,4148273152,2276057088,38.151659,0.460023,0.758763,0.821355,19.793814,239630258,119815129,239630258,119815129,239630258,2,2,6.100210,13.447243,40.454776,8.017826,29.549406,0.303232,1.439564,1.102888,287,239630258,119815129,268647984,125431463,1,1.110651,none
384,1872216064,4148273152,2276057088,38.237608,0.460567,0.743434,0.825593,19.296482,239630258,119815129,239630258,119815129,239630258,2,2,6.139184,13.332356,40.958798,8.114452,28.539921,0.307253,1.442468,1.126823,287,239630258,119815129,268647984,125431463,1,1.110309,none
385,1872248832,4148273152,2276024320,49.808307,0.461423,0.760331,0.815494,19.773429,239630258,119815129,239630258,119815129,239630258,2,2,6.104726,13.445254,40.834471,8.028470,28.354674,0.303681,1.510129,1.084453,287,239630258,119815129,268647984,125431463,1,1.113754,none
386,1872248832,4148273152,2276024320,38.261895,0.460210,0.758763,0.825593,19.793814,239630258,119815129,239630258,119815129,239630258,2,2,6.104544,13.315859,41.902521,9.687180,28.694821,0.307895,1.490963,1.132632,287,239630258,119815129,268647984,125431463,1,0.664198,none
